7094 5896
2929 538 1
2929 541 1
2929 542 1
2929 555 1
2929 630 1
2929 659 5
2929 675 1
2929 693 1
2929 694 1
2929 703 2
2929 706 1
2929 707 1
2929 709 1
2929 731 1
2929 735 2
2929 765 2
2929 779 1
2929 805 3
2929 808 1
2929 821 1
2929 829 1
2929 833 1
2929 836 2
2929 843 3
2929 852 1
2929 853 1
2929 855 1
2929 907 1
2929 913 1
2929 921 1
2929 924 1
2929 925 1
2929 965 1
2929 972 1
2929 1128 1
2929 1157 2
2929 1199 1
2929 1234 1
2929 1239 1
2929 1246 2
2929 1253 1
2929 1374 1
2929 1461 1
2929 1588 1
2929 1614 1
2929 1632 1
2929 1860 1
2929 1861 1
2929 1962 1
2929 2159 1
2929 2774 1
2929 2810 1
2929 2879 1
2929 2948 1
2929 3167 2
2929 3186 1
2930 10 2
2930 26 1
2930 42 1
2930 53 1
2930 59 1
2930 133 1
2930 147 1
2930 156 2
2930 400 1
2930 475 2
2930 536 1
2930 659 1
2930 833 1
2930 998 1
2930 1233 1
2930 1342 1
2930 3187 1
2931 27 1
2931 115 1
2931 378 1
2931 638 1
2931 850 1
2931 2778 1
2932 10 1
2932 593 1
2932 880 1
2932 1221 1
2932 1820 1
2933 10 1
2933 246 1
2933 331 1
2933 743 1
2933 2274 1
2934 33 1
2934 45 1
2934 48 1
2934 72 1
2934 75 1
2934 76 1
2934 85 5
2934 99 2
2934 113 1
2934 117 2
2934 142 1
2934 155 1
2934 174 2
2934 180 1
2934 241 1
2934 259 1
2934 334 2
2934 335 1
2934 339 1
2934 346 1
2934 366 1
2934 416 1
2934 468 1
2934 475 2
2934 538 1
2934 541 1
2934 542 1
2934 643 2
2934 726 1
2934 851 1
2934 879 5
2934 887 1
2934 968 1
2934 1120 1
2934 1483 1
2934 1551 1
2934 1660 1
2934 1766 1
2934 1916 1
2934 2875 1
2934 2971 1
2934 3185 1
2935 4 4
2935 14 5
2935 26 1
2935 30 1
2935 32 3
2935 53 1
2935 96 1
2935 112 1
2935 113 2
2935 130 1
2935 142 2
2935 223 1
2935 255 1
2935 259 1
2935 300 1
2935 311 1
2935 413 2
2935 454 1
2935 460 1
2935 478 1
2935 511 1
2935 512 1
2935 534 3
2935 538 2
2935 567 1
2935 672 3
2935 829 2
2935 867 1
2935 895 1
2935 944 1
2935 1031 1
2935 1075 1
2935 1635 1
2935 1756 2
2936 4 2
2936 14 6
2936 48 1
2936 116 1
2936 130 1
2936 133 1
2936 143 4
2936 164 1
2936 167 1
2936 179 1
2936 325 4
2936 346 3
2936 385 1
2936 431 1
2936 475 2
2936 534 1
2936 585 1
2936 642 1
2936 805 1
2936 847 1
2936 887 1
2936 1008 1
2936 1012 1
2936 1018 1
2936 1022 1
2936 1158 1
2936 1193 1
2936 1864 1
2936 1875 2
2936 2091 1
2936 2268 1
2936 2299 1
2936 2717 1
2936 3188 1
2937 4 2
2937 14 8
2937 22 4
2937 52 1
2937 53 1
2937 59 1
2937 74 1
2937 77 1
2937 96 1
2937 102 1
2937 117 1
2937 142 2
2937 143 1
2937 151 1
2937 175 1
2937 189 1
2937 202 1
2937 237 2
2937 259 1
2937 275 2
2937 346 1
2937 403 3
2937 437 1
2937 499 1
2937 536 1
2937 582 2
2937 735 9
2937 822 1
2937 853 1
2937 867 1
2937 902 1
2937 906 3
2937 925 1
2937 944 1
2937 970 1
2937 1091 1
2937 1358 1
2937 2477 1
2937 2492 1
2937 3171 1
2938 4 2
2938 11 2
2938 44 1
2938 45 1
2938 51 3
2938 65 1
2938 69 1
2938 75 3
2938 87 1
2938 96 1
2938 102 1
2938 112 2
2938 126 1
2938 131 1
2938 142 3
2938 222 1
2938 237 1
2938 259 1
2938 275 2
2938 363 1
2938 402 1
2938 411 1
2938 441 2
2938 460 1
2938 476 1
2938 489 1
2938 497 1
2938 500 1
2938 530 1
2938 533 1
2938 538 1
2938 541 1
2938 571 1
2938 585 1
2938 597 1
2938 598 2
2938 676 1
2938 703 1
2938 726 1
2938 735 4
2938 759 2
2938 825 1
2938 852 1
2938 871 2
2938 894 1
2938 925 2
2938 1310 1
2938 1356 2
2938 3173 1
2938 3179 1
2939 4 1
2939 14 1
2939 23 1
2939 48 1
2939 53 1
2939 65 1
2939 85 1
2939 94 1
2939 96 3
2939 127 1
2939 142 1
2939 350 1
2939 431 1
2939 478 2
2939 489 1
2939 490 1
2939 541 2
2939 605 1
2939 622 1
2939 631 1
2939 636 1
2939 676 1
2939 733 1
2939 735 1
2939 901 1
2939 1044 1
2939 1075 1
2939 1078 1
2939 1330 1
2939 2051 1
2939 2565 1
2939 2587 1
2939 2644 1
2940 65 1
2940 104 1
2940 560 1
2940 698 1
2940 2108 1
2941 4 3
2941 14 7
2941 48 1
2941 51 2
2941 55 1
2941 66 1
2941 69 1
2941 87 4
2941 88 1
2941 200 1
2941 213 1
2941 441 1
2941 530 1
2941 541 1
2941 572 2
2941 574 1
2941 700 1
2941 752 1
2941 843 1
2941 852 3
2941 867 1
2941 871 1
2941 933 1
2941 940 1
2941 944 2
2941 1227 1
2941 1667 1
2941 1830 1
2941 1875 1
2941 1909 1
2941 1927 2
2941 2877 1
2941 3166 1
2941 3189 6
2942 11 1
2942 14 2
2942 15 1
2942 25 1
2942 46 1
2942 47 1
2942 53 1
2942 61 1
2942 72 1
2942 117 1
2942 136 1
2942 143 3
2942 179 1
2942 189 3
2942 192 2
2942 224 1
2942 259 2
2942 332 2
2942 355 1
2942 369 1
2942 410 1
2942 413 1
2942 437 1
2942 438 1
2942 507 1
2942 525 1
2942 526 1
2942 555 1
2942 595 1
2942 694 1
2942 709 1
2942 804 1
2942 992 1
2942 1091 1
2942 1280 2
2942 1333 1
2942 1402 1
2942 1474 1
2942 1588 1
2942 2295 1
2942 2366 1
2942 2456 2
2942 2557 1
2942 3021 1
2942 3190 1
2943 14 3
2943 22 1
2943 26 1
2943 45 1
2943 61 2
2943 64 1
2943 126 1
2943 140 1
2943 142 1
2943 173 1
2943 174 2
2943 189 1
2943 203 1
2943 222 1
2943 259 1
2943 403 2
2943 413 1
2943 421 1
2943 445 1
2943 460 1
2943 476 1
2943 541 1
2943 613 1
2943 665 2
2943 695 1
2943 707 1
2943 709 2
2943 724 1
2943 876 1
2943 926 1
2943 1012 1
2943 1098 2
2943 1105 1
2943 1172 3
2943 1461 1
2943 2627 1
2944 25 1
2944 26 2
2944 44 1
2944 65 1
2944 97 1
2944 155 1
2944 174 1
2944 203 1
2944 221 1
2944 248 1
2944 259 1
2944 287 1
2944 458 1
2944 513 1
2944 536 1
2944 545 1
2944 585 1
2944 608 1
2944 690 2
2944 700 1
2944 709 1
2944 847 1
2944 852 1
2944 879 2
2944 1091 1
2944 1150 1
2944 1478 2
2944 2355 1
2944 2440 1
2944 2512 1
2944 2571 3
2944 2685 1
2944 2707 1
2945 4 1
2945 10 3
2945 31 1
2945 45 2
2945 48 4
2945 52 1
2945 69 2
2945 71 2
2945 88 1
2945 93 2
2945 132 2
2945 143 1
2945 144 1
2945 151 1
2945 160 1
2945 175 1
2945 184 1
2945 219 1
2945 248 1
2945 255 1
2945 265 1
2945 301 1
2945 410 1
2945 413 1
2945 434 1
2945 452 1
2945 453 1
2945 478 1
2945 497 1
2945 511 1
2945 538 1
2945 541 1
2945 586 3
2945 631 1
2945 694 1
2945 748 1
2945 749 2
2945 789 1
2945 868 1
2945 991 1
2945 1091 1
2945 1167 1
2945 1438 1
2945 1580 1
2945 1587 3
2945 1687 1
2945 1945 1
2945 2231 1
2945 2322 2
2945 2547 1
2945 2728 1
2945 2832 1
2945 3048 1
2945 3164 2
2945 3174 1
2945 3191 1
2946 10 3
2946 26 1
2946 27 3
2946 32 1
2946 48 5
2946 85 1
2946 96 1
2946 113 2
2946 123 1
2946 124 1
2946 137 1
2946 141 1
2946 143 2
2946 174 1
2946 175 1
2946 203 1
2946 221 1
2946 248 2
2946 255 1
2946 259 1
2946 303 1
2946 387 1
2946 410 1
2946 489 1
2946 597 4
2946 678 2
2946 761 1
2946 789 1
2946 801 1
2946 835 1
2946 915 2
2946 952 1
2946 1174 1
2946 1415 1
2946 1422 2
2946 1687 1
2946 1853 1
2946 2097 1
2946 2524 1
2947 10 4
2947 15 2
2947 27 1
2947 75 1
2947 98 5
2947 145 1
2947 174 2
2947 200 1
2947 203 2
2947 241 2
2947 275 1
2947 304 1
2947 342 1
2947 451 1
2947 560 1
2947 709 6
2947 775 1
2947 851 1
2947 852 2
2947 924 1
2947 993 3
2947 1000 1
2947 1022 1
2947 1077 1
2947 1091 2
2947 1140 1
2947 2129 1
2947 2299 1
2947 2404 5
2947 3149 4
2947 3178 1
2947 3192 1
2948 15 1
2948 44 1
2948 48 2
2948 52 1
2948 53 1
2948 56 1
2948 65 2
2948 85 6
2948 102 1
2948 143 2
2948 174 1
2948 259 1
2948 268 2
2948 294 1
2948 308 1
2948 313 1
2948 346 1
2948 400 1
2948 406 1
2948 421 1
2948 460 1
2948 476 1
2948 501 1
2948 555 1
2948 560 1
2948 613 1
2948 643 6
2948 676 1
2948 695 1
2948 703 1
2948 735 2
2948 843 1
2948 921 1
2948 1091 2
2948 1115 1
2948 1611 2
2948 1633 1
2948 1831 2
2948 1916 1
2948 1940 1
2948 2320 1
2948 3193 1
2949 10 4
2949 48 4
2949 52 1
2949 64 1
2949 98 7
2949 99 1
2949 117 1
2949 142 1
2949 143 5
2949 156 2
2949 169 1
2949 207 1
2949 221 1
2949 223 1
2949 228 1
2949 231 1
2949 248 2
2949 310 1
2949 320 2
2949 324 1
2949 343 1
2949 347 1
2949 363 1
2949 426 1
2949 445 1
2949 454 1
2949 476 1
2949 511 1
2949 517 1
2949 631 2
2949 657 1
2949 660 1
2949 687 1
2949 690 1
2949 709 1
2949 793 1
2949 804 1
2949 805 1
2949 836 2
2949 894 1
2949 949 2
2949 993 1
2949 1047 4
2949 1158 1
2949 1264 1
2949 1342 1
2949 1399 1
2949 1484 1
2949 1579 1
2949 1681 1
2949 1912 1
2949 1977 2
2949 2268 1
2949 2318 2
2949 2650 1
2949 2857 1
2950 66 1
2950 69 1
2950 128 1
2950 151 1
2950 172 1
2950 206 1
2950 2502 1
2950 2962 1
2951 22 2
2951 30 1
2951 36 4
2951 42 2
2951 54 1
2951 75 1
2951 80 1
2951 85 1
2951 143 1
2951 216 1
2951 342 1
2951 377 1
2951 440 2
2951 511 1
2951 567 1
2951 598 1
2951 678 1
2951 864 1
2951 1126 1
2951 1220 1
2951 1302 1
2951 2742 1
2951 3194 1
2951 3195 1
2952 4 1
2952 11 1
2952 44 1
2952 48 1
2952 82 2
2952 85 4
2952 108 1
2952 116 1
2952 143 1
2952 174 1
2952 199 2
2952 350 1
2952 352 1
2952 355 2
2952 431 1
2952 468 1
2952 541 3
2952 694 1
2952 726 1
2952 805 1
2952 830 1
2952 1034 1
2952 1166 1
2952 1302 1
2952 1595 1
2952 1713 1
2952 1758 2
2952 1926 1
2952 2386 2
2952 2742 1
2953 48 6
2953 67 1
2953 85 1
2953 99 1
2953 174 2
2953 256 1
2953 308 2
2953 334 1
2953 355 1
2953 363 1
2953 460 1
2953 511 1
2953 613 1
2953 644 1
2953 648 1
2953 685 1
2953 758 1
2953 830 1
2953 836 1
2953 1091 1
2953 1164 1
2953 1473 2
2953 1599 1
2953 2459 1
2953 2967 1
2953 2968 6
2953 3165 2
2954 4 1
2954 26 1
2954 44 1
2954 45 1
2954 51 1
2954 96 5
2954 113 1
2954 116 1
2954 142 3
2954 144 1
2954 258 1
2954 334 3
2954 359 1
2954 378 2
2954 401 1
2954 458 1
2954 460 1
2954 638 3
2954 768 1
2954 776 1
2954 805 1
2954 1151 1
2954 1203 3
2954 1478 1
2954 1577 1
2954 1633 1
2954 1847 1
2954 1866 1
2954 2211 1
2955 4 1
2955 14 1
2955 24 1
2955 44 1
2955 65 1
2955 96 3
2955 102 1
2955 126 2
2955 142 1
2955 175 2
2955 195 1
2955 208 1
2955 223 1
2955 308 4
2955 332 1
2955 346 2
2955 371 2
2955 395 1
2955 427 2
2955 437 1
2955 461 1
2955 541 2
2955 598 1
2955 626 1
2955 676 2
2955 723 1
2955 735 4
2955 765 1
2955 775 1
2955 779 1
2955 805 1
2955 901 1
2955 906 1
2955 1011 1
2955 1013 1
2955 1034 1
2955 1064 2
2955 1069 1
2955 1077 1
2955 1490 1
2955 1531 1
2955 1633 1
2955 1831 1
2955 1982 1
2955 2002 1
2955 2005 1
2955 2477 1
2955 2927 8
2955 3081 5
2955 3168 1
2955 3179 2
2956 3 2
2956 4 1
2956 11 1
2956 26 1
2956 53 3
2956 64 1
2956 89 1
2956 96 3
2956 102 3
2956 142 4
2956 147 1
2956 155 1
2956 174 2
2956 203 1
2956 237 1
2956 252 1
2956 259 2
2956 306 1
2956 342 1
2956 406 1
2956 489 2
2956 534 1
2956 536 1
2956 541 2
2956 685 1
2956 735 3
2956 789 1
2956 852 1
2956 853 1
2956 1634 1
2956 1755 1
2956 1982 1
2957 1 1
2957 4 3
2957 10 1
2957 14 2
2957 48 4
2957 64 4
2957 89 1
2957 179 1
2957 221 1
2957 235 3
2957 244 1
2957 300 2
2957 536 1
2957 597 1
2957 598 1
2957 631 1
2957 671 1
2957 709 2
2957 827 1
2957 947 1
2957 955 1
2957 1006 3
2957 1157 1
2957 1251 1
2957 1614 1
2957 2201 1
2957 2260 1
2957 2427 1
2957 3081 1
2958 142 1
2958 735 1
2958 947 1
2959 14 3
2959 40 1
2959 147 1
2959 156 2
2959 195 1
2959 221 1
2959 223 3
2959 228 1
2959 232 1
2959 239 5
2959 259 1
2959 261 1
2959 275 1
2959 320 1
2959 335 1
2959 437 1
2959 459 1
2959 478 1
2959 499 3
2959 595 1
2959 818 1
2959 901 1
2959 1007 1
2959 1166 1
2959 1204 1
2959 1635 1
2959 1883 1
2960 10 2
2960 12 1
2960 80 1
2960 88 1
2960 142 2
2960 147 1
2960 174 1
2960 201 1
2960 228 1
2960 273 1
2960 292 2
2960 311 1
2960 315 1
2960 316 1
2960 329 1
2960 331 2
2960 471 1
2960 511 1
2960 695 1
2960 743 2
2960 799 1
2960 862 1
2960 1498 2
2960 1736 1
2960 2274 2
2960 2611 1
2960 2645 1
2960 3196 1
2961 10 1
2961 26 1
2961 64 1
2961 85 4
2961 113 1
2961 143 4
2961 150 1
2961 174 1
2961 200 1
2961 224 1
2961 417 1
2961 500 2
2961 519 2
2961 567 4
2961 648 1
2961 715 4
2961 726 2
2961 730 1
2961 792 3
2961 865 1
2961 968 1
2961 1087 2
2961 1120 1
2961 1550 3
2961 2453 2
2961 2875 1
2962 175 1
2962 355 1
2962 378 1
2962 501 1
2962 507 1
2962 3081 1
2963 48 1
2963 454 1
2963 507 1
2963 585 1
2963 747 1
2963 1614 1
2963 2014 1
2964 10 1
2964 42 1
2964 53 1
2964 72 2
2964 78 1
2964 85 1
2964 93 3
2964 99 1
2964 111 3
2964 137 1
2964 142 1
2964 174 1
2964 204 1
2964 259 1
2964 342 1
2964 402 1
2964 437 1
2964 460 1
2964 515 1
2964 525 6
2964 538 1
2964 749 2
2964 804 2
2964 848 2
2964 1087 2
2964 1120 1
2964 1166 1
2964 1265 2
2964 1269 1
2964 1484 1
2964 2599 1
2964 3092 1
2964 3173 6
2965 4 1
2965 10 2
2965 26 1
2965 48 1
2965 52 2
2965 59 1
2965 69 1
2965 99 1
2965 115 1
2965 124 1
2965 127 1
2965 136 1
2965 140 1
2965 141 1
2965 142 1
2965 244 1
2965 265 4
2965 266 1
2965 355 1
2965 406 1
2965 452 1
2965 471 2
2965 499 1
2965 501 1
2965 512 1
2965 517 1
2965 541 1
2965 716 1
2965 748 1
2965 782 5
2965 789 1
2965 862 2
2965 915 3
2965 948 5
2965 994 1
2965 1022 1
2965 1144 1
2965 1213 1
2965 1580 1
2965 1740 2
2965 1755 2
2965 1850 1
2965 2015 1
2965 2026 1
2965 2794 1
2965 2977 1
2965 3173 1
2965 3197 1
2966 4 1
2966 29 1
2966 42 1
2966 44 1
2966 47 1
2966 65 1
2966 67 1
2966 85 3
2966 86 1
2966 93 1
2966 143 1
2966 146 1
2966 155 1
2966 174 2
2966 180 2
2966 183 4
2966 189 1
2966 223 1
2966 301 1
2966 366 1
2966 413 1
2966 417 1
2966 460 1
2966 471 2
2966 476 1
2966 511 1
2966 519 1
2966 567 1
2966 648 1
2966 657 1
2966 758 1
2966 805 1
2966 880 1
2966 998 1
2966 1011 1
2966 1065 1
2966 1302 4
2966 1306 2
2966 1514 1
2966 1614 1
2966 1841 1
2966 1897 1
2966 2213 2
2966 2456 1
2966 2568 1
2966 2889 2
2966 3120 1
2966 3140 1
2966 3167 1
2967 10 4
2967 14 4
2967 22 2
2967 26 1
2967 64 1
2967 85 1
2967 93 1
2967 98 3
2967 142 2
2967 174 1
2967 268 2
2967 346 1
2967 507 2
2967 749 3
2967 830 1
2967 848 2
2967 860 1
2967 1118 1
2967 1482 1
2967 1772 1
2967 1908 1
2967 2068 1
2967 2372 1
2967 3198 1
2968 0 1
2968 11 1
2968 22 1
2968 32 1
2968 33 1
2968 42 4
2968 48 1
2968 54 1
2968 59 1
2968 74 1
2968 97 1
2968 99 3
2968 136 1
2968 141 2
2968 170 1
2968 197 4
2968 221 2
2968 222 2
2968 228 1
2968 259 3
2968 335 1
2968 338 3
2968 352 1
2968 385 2
2968 395 1
2968 402 1
2968 413 2
2968 431 1
2968 460 1
2968 489 1
2968 567 1
2968 695 1
2968 804 1
2968 853 1
2968 894 2
2968 972 1
2968 980 1
2968 1008 1
2968 1141 1
2968 1161 2
2968 1206 1
2968 1212 2
2968 1256 1
2968 1432 1
2968 1445 1
2968 1905 1
2968 2424 1
2968 2845 1
2968 3199 4
2969 4 7
2969 10 3
2969 14 4
2969 26 1
2969 48 1
2969 52 1
2969 64 1
2969 73 1
2969 78 1
2969 142 1
2969 175 1
2969 189 1
2969 195 1
2969 234 1
2969 235 1
2969 237 3
2969 287 1
2969 379 1
2969 387 1
2969 396 1
2969 431 2
2969 440 1
2969 460 1
2969 541 1
2969 640 1
2969 671 6
2969 673 1
2969 676 1
2969 694 1
2969 695 1
2969 715 1
2969 887 1
2969 899 1
2969 928 2
2969 933 2
2969 1091 1
2969 1241 2
2969 1542 1
2969 2247 1
2969 3084 1
2969 3179 2
2970 0 1
2970 11 1
2970 14 5
2970 42 4
2970 44 1
2970 46 2
2970 48 1
2970 54 1
2970 64 1
2970 137 1
2970 174 1
2970 203 1
2970 221 1
2970 259 1
2970 460 1
2970 489 1
2970 541 3
2970 731 1
2970 735 1
2970 805 3
2970 832 1
2970 843 1
2970 847 1
2970 852 5
2970 874 1
2970 955 1
2970 1259 1
2970 1542 1
2970 1830 1
2970 2080 1
2970 2287 1
2971 10 1
2971 85 3
2971 136 1
2971 143 2
2971 172 1
2971 174 1
2971 244 1
2971 255 1
2971 258 1
2971 259 1
2971 301 1
2971 377 2
2971 409 1
2971 437 1
2971 471 1
2971 507 1
2971 678 2
2971 768 2
2971 779 1
2971 978 1
2971 1000 1
2971 1027 1
2971 1166 1
2971 1484 1
2971 1550 1
2971 2068 1
2971 2634 2
2972 89 1
2972 93 1
2972 108 1
2972 593 1
2972 758 1
2972 1901 1
2972 2596 1
2973 142 1
2973 299 1
2973 487 1
2973 541 2
2973 1897 1
2974 20 1
2974 314 1
2974 354 1
2974 685 1
2974 3081 1
2975 10 2
2975 37 3
2975 52 1
2975 102 2
2975 142 1
2975 156 1
2975 174 1
2975 259 1
2975 268 5
2975 287 1
2975 310 1
2975 314 1
2975 335 1
2975 413 1
2975 460 2
2975 461 1
2975 513 1
2975 563 1
2975 864 1
2975 901 1
2975 906 1
2975 1048 5
2975 1636 1
2975 1735 1
2975 1810 2
2975 1939 1
2975 2162 3
2975 2318 1
2975 2580 1
2975 2865 1
2975 2901 1
2975 2989 5
2976 86 1
2976 93 1
2976 111 1
2976 175 4
2976 184 1
2976 194 6
2976 265 2
2976 310 1
2976 351 1
2976 389 1
2976 396 1
2976 413 1
2976 436 1
2976 452 6
2976 471 2
2976 511 1
2976 513 6
2976 541 4
2976 585 1
2976 613 2
2976 626 2
2976 695 2
2976 726 1
2976 748 3
2976 753 1
2976 775 1
2976 806 1
2976 868 1
2976 1031 1
2976 1141 2
2976 1367 1
2976 1551 1
2976 1700 1
2976 1897 1
2976 2015 1
2976 2330 1
2976 2343 2
2976 2905 1
2976 3178 1
2977 1 1
2977 11 1
2977 14 3
2977 26 1
2977 29 4
2977 48 1
2977 52 1
2977 64 1
2977 111 1
2977 134 1
2977 137 2
2977 156 1
2977 174 1
2977 237 1
2977 261 1
2977 268 1
2977 272 1
2977 310 1
2977 320 1
2977 333 1
2977 345 2
2977 350 1
2977 363 1
2977 387 1
2977 399 1
2977 400 1
2977 426 5
2977 427 2
2977 431 3
2977 438 1
2977 460 1
2977 475 1
2977 478 1
2977 507 1
2977 530 1
2977 542 1
2977 598 1
2977 659 1
2977 675 1
2977 714 1
2977 731 1
2977 765 1
2977 913 1
2977 915 1
2977 916 1
2977 928 2
2977 946 1
2977 1031 1
2977 1069 1
2977 1131 1
2977 1140 1
2977 1246 1
2977 1573 1
2977 1631 1
2977 1634 1
2977 1700 1
2977 1845 4
2977 1867 1
2977 1909 1
2977 1965 1
2977 2020 1
2977 2068 1
2977 2701 1
2977 3042 1
2977 3164 1
2977 3167 1
2977 3200 1
2977 3201 1
2978 11 1
2978 15 2
2978 23 1
2978 26 1
2978 44 1
2978 52 1
2978 113 2
2978 117 1
2978 137 1
2978 150 1
2978 174 2
2978 222 2
2978 256 1
2978 358 2
2978 388 1
2978 413 1
2978 437 1
2978 440 3
2978 444 1
2978 460 1
2978 482 1
2978 536 1
2978 560 1
2978 703 1
2978 707 1
2978 709 1
2978 864 3
2978 1022 1
2978 1167 2
2978 1251 2
2978 1541 1
2978 1687 2
2978 1730 5
2978 1820 4
2978 2316 1
2978 2773 2
2979 10 1
2979 42 2
2979 123 1
2979 140 2
2979 141 2
2979 154 1
2979 174 2
2979 203 1
2979 308 1
2979 334 1
2979 437 1
2979 441 1
2979 445 1
2979 489 2
2979 513 1
2979 530 1
2979 598 1
2979 642 1
2979 665 1
2979 700 1
2979 852 2
2979 871 1
2979 873 1
2979 947 1
2979 1022 1
2979 1484 1
2979 1631 9
2979 1831 1
2979 1916 2
2979 1931 1
2979 2211 1
2979 2412 1
2979 2428 1
2980 136 1
2980 355 1
2980 673 1
2980 1394 1
2981 38 3
2981 471 1
2982 10 1
2982 11 1
2982 42 2
2982 48 4
2982 112 1
2982 117 3
2982 174 1
2982 415 1
2982 452 3
2982 454 1
2982 499 3
2982 512 1
2982 527 1
2982 648 1
2982 657 2
2982 695 1
2982 826 1
2982 847 1
2982 978 1
2982 2976 1
2983 10 4
2983 28 3
2983 31 1
2983 42 1
2983 48 6
2983 54 1
2983 75 1
2983 102 1
2983 116 1
2983 126 1
2983 130 1
2983 156 1
2983 186 1
2983 274 5
2983 275 1
2983 320 2
2983 331 1
2983 342 1
2983 349 1
2983 363 1
2983 460 1
2983 480 1
2983 512 3
2983 560 3
2983 631 7
2983 698 1
2983 709 1
2983 775 1
2983 792 1
2983 805 1
2983 865 1
2983 978 1
2983 1031 2
2983 1048 2
2983 1174 1
2983 1239 1
2983 1275 3
2983 1443 3
2983 1472 1
2983 1490 2
2983 1589 1
2983 1636 1
2983 1863 1
2983 1864 1
2983 1892 1
2983 1931 1
2983 1939 1
2983 2020 1
2983 2068 1
2983 2162 1
2983 2455 1
2983 2593 1
2983 3165 1
2983 3178 1
2984 10 6
2984 44 3
2984 69 2
2984 75 1
2984 85 2
2984 108 2
2984 133 1
2984 155 1
2984 256 1
2984 308 5
2984 336 1
2984 340 1
2984 412 1
2984 437 2
2984 445 1
2984 500 1
2984 585 1
2984 599 2
2984 673 5
2984 683 1
2984 697 1
2984 700 1
2984 728 1
2984 747 1
2984 818 1
2984 833 1
2984 990 1
2984 1136 1
2984 1157 1
2984 1484 3
2984 1580 1
2984 1619 1
2984 1708 1
2984 1820 1
2984 1859 1
2984 2144 1
2985 37 1
2985 42 1
2985 52 1
2985 53 2
2985 67 2
2985 85 3
2985 93 1
2985 112 3
2985 124 1
2985 131 1
2985 133 2
2985 150 1
2985 198 1
2985 260 1
2985 332 1
2985 334 2
2985 335 1
2985 437 1
2985 535 1
2985 536 1
2985 720 4
2985 731 1
2985 764 1
2985 848 1
2985 915 3
2985 1057 6
2985 1302 2
2985 1545 1
2985 1554 1
2985 1729 1
2985 1730 1
2985 1737 1
2985 1832 1
2985 2005 1
2985 2090 2
2985 2252 1
2985 3173 2
2986 1 1
2986 10 2
2986 25 1
2986 48 3
2986 54 1
2986 64 1
2986 81 1
2986 91 1
2986 97 1
2986 98 1
2986 117 1
2986 136 2
2986 143 3
2986 174 1
2986 241 1
2986 256 1
2986 259 1
2986 265 6
2986 268 2
2986 274 1
2986 308 1
2986 310 1
2986 413 1
2986 458 1
2986 486 1
2986 499 1
2986 512 1
2986 560 1
2986 657 1
2986 663 2
2986 695 1
2986 827 1
2986 854 1
2986 1047 2
2986 1144 1
2986 1158 2
2986 1253 1
2986 1260 1
2986 1445 1
2986 2340 1
2986 2459 1
2986 2477 2
2986 2621 1
2986 3164 2
2986 3202 1
2987 14 2
2987 26 2
2987 42 2
2987 48 1
2987 53 2
2987 81 2
2987 86 1
2987 105 1
2987 113 1
2987 128 3
2987 143 3
2987 174 2
2987 179 1
2987 193 4
2987 259 2
2987 261 1
2987 287 1
2987 334 2
2987 409 2
2987 413 1
2987 421 1
2987 434 1
2987 445 1
2987 454 3
2987 460 1
2987 560 1
2987 567 1
2987 573 1
2987 604 1
2987 694 4
2987 761 1
2987 847 1
2987 882 1
2987 894 1
2987 1008 1
2987 1106 1
2987 1246 1
2987 1635 1
2987 2275 1
2987 2324 1
2987 2423 1
2987 2456 1
2987 3179 1
2988 46 1
2988 48 2
2988 75 1
2988 113 2
2988 117 3
2988 174 1
2988 194 1
2988 220 1
2988 237 2
2988 287 1
2988 308 1
2988 310 1
2988 332 1
2988 338 3
2988 340 1
2988 453 1
2988 454 3
2988 483 1
2988 489 1
2988 507 1
2988 512 2
2988 516 2
2988 560 2
2988 602 1
2988 631 3
2988 657 1
2988 668 1
2988 709 2
2988 722 1
2988 726 1
2988 748 4
2988 758 1
2988 843 2
2988 847 5
2988 852 2
2988 891 2
2988 902 1
2988 964 3
2988 968 1
2988 1054 1
2988 1157 1
2988 1289 1
2988 1551 2
2988 1614 6
2988 1635 1
2988 3179 1
2988 3203 1
2989 11 1
2989 24 1
2989 72 2
2989 81 1
2989 93 1
2989 113 1
2989 117 1
2989 127 2
2989 143 1
2989 145 1
2989 159 1
2989 184 1
2989 222 1
2989 310 1
2989 334 2
2989 353 1
2989 354 2
2989 355 1
2989 385 1
2989 398 1
2989 437 1
2989 490 1
2989 512 3
2989 626 5
2989 687 1
2989 715 1
2989 749 4
2989 848 1
2989 881 1
2989 971 1
2989 1008 1
2989 1009 1
2989 1014 1
2989 1119 2
2989 1148 1
2989 1220 1
2989 1395 1
2989 1485 2
2989 1582 1
2989 2597 1
2989 2599 1
2989 2653 1
2989 2699 2
2989 3204 1
2990 48 1
2990 67 1
2990 113 1
2990 1302 1
2991 10 1
2991 14 3
2991 26 3
2991 32 1
2991 60 1
2991 69 1
2991 90 1
2991 97 2
2991 108 3
2991 140 1
2991 142 1
2991 216 1
2991 255 1
2991 256 1
2991 268 2
2991 320 1
2991 334 1
2991 370 2
2991 371 1
2991 387 2
2991 445 1
2991 460 2
2991 505 1
2991 516 1
2991 613 2
2991 670 1
2991 672 1
2991 700 1
2991 726 2
2991 739 1
2991 846 1
2991 860 1
2991 901 1
2991 927 1
2991 932 1
2991 980 1
2991 985 2
2991 1033 1
2991 1157 1
2991 1259 1
